,ID,vendor+AF8-id,pickup+AF8-loc,drop+AF8-loc,driver+AF8-tip,mta+AF8-tax,distance,pickup+AF8-time,drop+AF8-time,num+AF8-passengers,toll+AF8-amount,payment+AF8-method,rate+AF8-code,stored+AF8-flag,extra+AF8-charges,improvement+AF8-charge,total+AF8-amount
1781,1781,1,231.0,229.0,3.0,0.5,5.1,4/4/2017 14:14,4/4/2017 14:41,1.0,0.0,1.0,1.0,N,0.0,0.3,25.3
1782,1782,1,237.0,234.0,2.85,0.5,2.1,4/3/2017 10:32,4/3/2017 10:52,1.0,0.0,1.0,1.0,N,0.0,0.3,17.15
1783,1783,2,236.0,236.0,1.45,0.5,0.72,4/3/2017 8:20,4/3/2017 8:25,1.0,0.0,1.0,1.0,N,0.0,0.3,7.25
1784,1784,1,239.0,237.0,0.0,0.5,1.3,4/5/2017 17:08,4/5/2017 17:15,1.0,0.0,2.0,1.0,N,1.0,0.3,8.8
1785,1785,1,125.0,263.0,4.85,0.5,6.4,4/6/2017 22:33,4/6/2017 22:58,2.0,0.0,1.0,1.0,N,0.5,0.3,29.15
1786,1786,1,211.0,100.0,1.5,0.5,2.4,4/5/2017 12:10,4/5/2017 12:36,1.0,0.0,1.0,1.0,N,0.0,0.3,18.8
1787,1787,1,141.0,75.0,2.15,0.5,2.1,4/6/2017 7:31,4/6/2017 7:43,1.0,0.0,1.0,1.0,N,0.0,0.3,12.95
1788,1788,1,114.0,79.0,0.0,0.5,0.8,4/4/2017 2:11,4/4/2017 2:16,6.0,0.0,2.0,1.0,N,0.5,0.3,6.8
1789,1789,2,236.0,236.0,0.0,0.5,1.2,4/6/2017 19:51,4/6/2017 19:59,4.0,0.0,2.0,1.0,N,1.0,0.3,9.8
1790,1790,2,161.0,24.0,5.45,0.5,4.47,4/4/2017 13:05,4/4/2017 13:35,4.0,0.0,1.0,1.0,N,0.0,0.3,27.25
1791,1791,2,113.0,143.0,2.5,0.5,4.43,4/3/2017 15:32,4/3/2017 15:57,1.0,0.0,1.0,1.0,N,0.0,0.3,21.3
1792,1792,2,233.0,66.0,4.56,0.5,6.31,4/4/2017 11:09,4/4/2017 11:31,5.0,0.0,1.0,1.0,N,0.0,0.3,27.36
1793,1793,2,161.0,161.0,2.16,0.5,0.0,4/3/2017 8:00,4/3/2017 8:00,0.0,0.0,1.0,5.0,N,0.0,0.3,12.96
1794,1794,1,79.0,113.0,0.0,0.5,0.5,4/3/2017 18:59,4/3/2017 19:04,1.0,0.0,2.0,1.0,N,1.0,0.3,6.8
1795,1795,1,163.0,162.0,0.0,0.5,0.8,4/30/2017 18:59,4/30/2017 19:06,2.0,0.0,2.0,1.0,N,0.0,0.3,7.8
1796,1796,2,239.0,238.0,1.0,0.5,1.01,4/5/2017 12:36,4/5/2017 12:41,6.0,0.0,1.0,1.0,N,0.0,0.3,7.8
1797,1797,2,137.0,170.0,0.0,0.5,0.41,4/7/2017 14:02,4/7/2017 14:04,5.0,0.0,2.0,1.0,N,0.0,0.3,4.3
1798,1798,1,237.0,134.0,9.65,0.5,8.5,4/5/2017 19:51,4/5/2017 20:24,1.0,0.0,1.0,1.0,N,1.0,0.3,41.95
1799,1799,2,239.0,236.0,2.2,0.5,1.57,4/4/2017 19:46,4/4/2017 19:54,2.0,0.0,1.0,1.0,N,1.0,0.3,12.0
1800,1800,1,138.0,169.0,0.0,0.5,10.2,4/6/2017 7:44,4/6/2017 8:34,1.0,5.76,2.0,1.0,N,0.0,0.3,41.06
1801,1801,2,231.0,13.0,0.0,0.5,0.55,4/6/2017 17:37,4/6/2017 17:46,1.0,0.0,1.0,1.0,N,1.0,0.3,13.75
1802,1802,2,236.0,236.0,0.0,0.5,0.48,4/6/2017 17:22,4/6/2017 17:26,1.0,0.0,2.0,1.0,N,1.0,0.3,6.3
1803,1803,2,138.0,163.0,15.0,0.5,12.4,4/5/2017 9:01,4/5/2017 9:48,1.0,5.76,1.0,1.0,N,0.0,0.3,64.06
1804,1804,2,238.0,132.0,14.64,0.5,20.18,4/5/2017 9:08,4/5/2017 9:46,6.0,5.76,1.0,2.0,N,0.0,0.3,73.2
1805,1805,2,45.0,65.0,1.86,0.5,2.01,4/5/2017 21:17,4/5/2017 21:23,1.0,0.0,1.0,1.0,N,0.5,0.3,11.16
1806,1806,2,132.0,48.0,0.0,0.5,18.56,4/5/2017 17:28,4/5/2017 18:44,1.0,5.76,2.0,2.0,N,4.5,0.3,63.06
1807,1807,2,234.0,170.0,2.08,0.5,1.19,4/3/2017 16:16,4/3/2017 16:22,1.0,0.0,1.0,1.0,N,1.0,0.3,10.38
1808,1808,2,166.0,229.0,4.56,0.5,4.43,4/6/2017 18:48,4/6/2017 19:17,1.0,0.0,1.0,1.0,N,1.0,0.3,27.36
1809,1809,1,142.0,230.0,1.25,0.5,0.8,4/4/2017 11:00,4/4/2017 11:05,1.0,0.0,1.0,1.0,N,0.0,0.3,7.55
1810,1810,2,107.0,233.0,1.0,0.5,1.67,4/5/2017 8:01,4/5/2017 8:15,1.0,0.0,1.0,1.0,N,0.0,0.3,12.3
1811,1811,2,68.0,132.0,11.71,0.5,17.5,4/4/2017 11:59,4/4/2017 12:43,5.0,5.76,1.0,2.0,N,0.0,0.3,70.27
1812,1812,1,170.0,13.0,0.0,0.5,4.1,4/3/2017 14:12,4/3/2017 14:39,1.0,0.0,2.0,1.0,N,0.0,0.3,19.8
1813,1813,1,132.0,161.0,14.6,0.5,17.6,4/6/2017 23:44,4/7/2017 0:14,1.0,5.76,1.0,2.0,N,0.0,0.3,73.16
1814,1814,1,48.0,246.0,1.0,0.5,1.4,4/4/2017 9:11,4/4/2017 9:20,1.0,0.0,1.0,1.0,N,0.0,0.3,9.8
1815,1815,1,231.0,138.0,10.0,0.5,16.1,4/6/2017 15:49,4/6/2017 17:01,1.0,5.76,1.0,1.0,N,1.0,0.3,72.06
1816,1816,2,144.0,112.0,0.0,0.5,3.65,4/4/2017 18:55,4/4/2017 19:06,2.0,0.0,2.0,1.0,N,1.0,0.3,14.8
1817,1817,1,246.0,246.0,1.95,0.5,1.2,4/30/2017 18:31,4/30/2017 18:39,2.0,0.0,1.0,1.0,N,0.0,0.3,9.75
1818,1818,1,246.0,238.0,3.8,0.5,3.9,4/6/2017 20:03,4/6/2017 20:17,1.0,0.0,1.0,1.0,N,0.5,0.3,19.1
1819,1819,1,239.0,163.0,1.45,0.5,1.2,4/3/2017 13:28,4/3/2017 13:35,1.0,0.0,1.0,1.0,N,0.0,0.3,8.75
1820,1820,1,170.0,161.0,1.35,0.5,0.6,4/5/2017 12:51,4/5/2017 12:58,3.0,0.0,1.0,1.0,N,0.0,0.3,8.15
1821,1821,1,236.0,140.0,3.5,0.5,2.2,4/3/2017 15:30,4/3/2017 15:44,1.0,0.0,1.0,1.0,N,0.0,0.3,15.3
1822,1822,1,113.0,234.0,0.0,0.5,1.3,4/4/2017 16:33,4/4/2017 16:43,1.0,0.0,2.0,1.0,Y,1.0,0.3,10.3
1823,1823,2,238.0,75.0,1.0,0.5,1.48,4/7/2017 0:53,4/7/2017 1:01,2.0,0.0,1.0,1.0,N,0.5,0.3,9.8
1824,1824,1,229.0,140.0,1.2,0.5,1.2,4/4/2017 11:10,4/4/2017 11:19,1.0,0.0,1.0,1.0,N,0.0,0.3,9.5
1825,1825,1,162.0,107.0,0.0,0.5,1.4,4/3/2017 16:43,4/3/2017 16:50,1.0,0.0,2.0,1.0,N,1.0,0.3,9.3
1826,1826,2,107.0,170.0,1.26,0.5,0.7,4/3/2017 20:12,4/3/2017 20:17,1.0,0.0,1.0,1.0,N,0.5,0.3,7.56
1827,1827,2,107.0,43.0,0.0,0.5,2.43,4/4/2017 7:16,4/4/2017 7:29,2.0,0.0,2.0,1.0,N,0.0,0.3,12.3
1828,1828,2,264.0,264.0,0.0,0.5,1.26,4/4/2017 7:32,4/4/2017 7:38,1.0,0.0,2.0,1.0,N,0.0,0.3,7.8
1829,1829,1,141.0,161.0,0.0,0.5,0.9,4/4/2017 14:14,4/4/2017 14:24,1.0,0.0,2.0,1.0,N,0.0,0.3,8.3
1830,1830,1,264.0,163.0,2.35,0.5,2.5,4/3/2017 20:22,4/3/2017 20:35,1.0,0.0,1.0,1.0,N,0.5,0.3,14.15
1831,1831,2,142.0,162.0,0.0,0.5,2.4,4/5/2017 22:06,4/5/2017 22:18,1.0,0.0,2.0,1.0,N,0.5,0.3,11.3
1832,1832,2,4.0,13.0,3.0,0.5,4.02,4/6/2017 15:10,4/6/2017 15:26,1.0,0.0,1.0,1.0,N,0.0,0.3,19.3
1833,1833,1,107.0,137.0,0.0,0.5,0.8,4/7/2017 13:37,4/7/2017 13:45,1.0,0.0,2.0,1.0,N,0.0,0.3,7.3
1834,1834,2,43.0,238.0,1.96,0.5,1.72,4/4/2017 15:46,4/4/2017 15:58,1.0,0.0,1.0,1.0,N,0.0,0.3,11.76
1835,1835,2,132.0,90.0,12.61,0.5,18.55,4/5/2017 18:39,4/5/2017 19:27,1.0,5.76,1.0,2.0,N,4.5,0.3,75.67
1836,1836,2,140.0,87.0,4.96,0.5,5.95,4/4/2017 8:18,4/4/2017 8:47,1.0,0.0,1.0,1.0,N,0.0,0.3,29.76
1837,1837,1,114.0,132.0,11.7,0.5,18.4,4/3/2017 7:03,4/3/2017 7:40,1.0,5.76,1.0,2.0,N,0.0,0.3,70.26
1838,1838,2,100.0,161.0,1.25,0.5,0.56,4/6/2017 18:30,4/6/2017 18:35,1.0,0.0,1.0,1.0,N,1.0,0.3,8.05
1839,1839,1,263.0,162.0,2.46,0.5,2.1,4/4/2017 8:34,4/4/2017 8:50,1.0,0.0,1.0,1.0,N,0.0,0.3,14.76
1840,1840,2,79.0,107.0,1.76,0.5,1.09,4/6/2017 9:58,4/6/2017 10:10,5.0,0.0,1.0,1.0,N,0.0,0.3,10.56
1841,1841,2,186.0,142.0,0.0,0.5,1.54,4/6/2017 18:03,4/6/2017 18:29,1.0,0.0,2.0,1.0,N,1.0,0.3,17.3
1842,1842,2,194.0,236.0,0.0,0.5,4.58,4/4/2017 21:37,4/4/2017 21:49,1.0,5.76,2.0,2.0,N,0.0,0.3,58.56
1843,1843,2,161.0,170.0,1.0,0.5,1.55,4/5/2017 8:25,4/5/2017 8:36,1.0,0.0,1.0,1.0,N,0.0,0.3,10.3
1844,1844,1,41.0,43.0,1.0,0.5,0.6,4/4/2017 15:51,4/4/2017 15:56,2.0,0.0,1.0,1.0,N,0.0,0.3,6.8
1845,1845,1,100.0,107.0,2.0,0.5,2.6,4/3/2017 7:01,4/3/2017 7:18,1.0,0.0,1.0,1.0,N,0.0,0.3,15.8
1846,1846,2,164.0,161.0,0.0,0.5,0.95,4/4/2017 18:29,4/4/2017 18:36,1.0,0.0,2.0,1.0,N,1.0,0.3,7.8
1847,1847,1,238.0,238.0,0.0,0.5,0.4,4/5/2017 10:07,4/5/2017 10:10,1.0,0.0,2.0,1.0,N,0.0,0.3,4.8
1848,1848,2,74.0,74.0,0.0,0.5,0.54,4/3/2017 8:20,4/3/2017 8:24,6.0,0.0,2.0,1.0,N,0.0,0.3,5.3
1849,1849,1,144.0,97.0,0.0,0.5,2.5,4/6/2017 13:32,4/6/2017 13:46,1.0,0.0,4.0,1.0,N,0.0,0.3,12.8
1850,1850,2,170.0,140.0,3.84,0.5,2.01,4/5/2017 9:09,4/5/2017 9:27,1.0,0.0,1.0,1.0,N,0.0,0.3,16.64
1851,1851,2,170.0,170.0,1.25,0.5,1.02,4/6/2017 14:50,4/6/2017 15:03,1.0,0.0,1.0,1.0,N,0.0,0.3,11.05
1852,1852,1,79.0,90.0,3.35,0.5,2.1,4/3/2017 22:45,4/3/2017 22:56,4.0,0.0,1.0,1.0,N,0.5,0.3,14.65
1853,1853,1,186.0,234.0,1.0,0.5,0.6,4/6/2017 17:13,4/6/2017 17:17,2.0,0.0,1.0,1.0,N,1.0,0.3,7.8
1854,1854,1,138.0,230.0,11.94,0.5,12.7,4/3/2017 8:05,4/3/2017 9:08,1.0,5.76,1.0,1.0,Y,0.0,0.3,65.0
1855,1855,1,137.0,107.0,1.35,0.5,0.6,4/5/2017 10:28,4/5/2017 10:35,1.0,0.0,1.0,1.0,N,0.0,0.3,8.15
1856,1856,2,161.0,234.0,2.46,0.5,1.6,4/4/2017 12:15,4/4/2017 12:31,1.0,0.0,1.0,1.0,N,0.0,0.3,14.76
1857,1857,1,142.0,142.0,0.0,0.5,0.0,4/5/2017 14:56,4/5/2017 14:57,1.0,0.0,2.0,1.0,N,0.0,0.3,3.3
1858,1858,2,144.0,148.0,1.66,0.5,0.81,4/4/2017 16:41,4/4/2017 16:49,2.0,0.0,1.0,1.0,N,1.0,0.3,9.96
1859,1859,2,170.0,237.0,3.99,0.5,1.56,4/4/2017 17:45,4/4/2017 18:02,1.0,0.0,1.0,1.0,N,1.0,0.3,17.29
1860,1860,2,162.0,186.0,3.09,0.5,1.4,4/4/2017 22:37,4/4/2017 22:49,5.0,0.0,1.0,1.0,N,0.5,0.3,13.39
1861,1861,2,141.0,162.0,3.08,0.5,1.19,4/6/2017 11:02,4/6/2017 11:20,1.0,0.0,1.0,1.0,N,0.0,0.3,15.38
1862,1862,1,137.0,237.0,2.3,0.5,1.9,4/6/2017 5:43,4/6/2017 5:49,1.0,0.0,1.0,1.0,N,0.5,0.3,11.6
1863,1863,1,236.0,262.0,1.56,0.5,0.6,4/4/2017 15:16,4/4/2017 15:25,1.0,0.0,1.0,1.0,N,0.0,0.3,9.36
1864,1864,1,264.0,264.0,0.0,0.5,1.5,4/7/2017 13:07,4/7/2017 13:16,1.0,0.0,2.0,1.0,Y,0.0,0.3,8.8
1865,1865,1,186.0,100.0,0.0,0.5,0.3,4/6/2017 2:02,4/6/2017 2:04,1.0,0.0,2.0,1.0,N,0.5,0.3,4.8
1866,1866,1,158.0,79.0,0.0,0.5,1.3,4/6/2017 22:57,4/6/2017 23:06,1.0,0.0,2.0,1.0,N,0.5,0.3,9.3
1867,1867,1,236.0,74.0,1.5,0.5,2.0,4/7/2017 15:15,4/7/2017 15:26,1.0,0.0,1.0,1.0,N,0.0,0.3,11.8
1868,1868,2,75.0,75.0,0.0,0.5,0.93,4/7/2017 12:22,4/7/2017 12:27,6.0,0.0,2.0,1.0,N,0.0,0.3,6.3
1869,1869,1,48.0,161.0,0.0,0.5,0.9,4/5/2017 6:19,4/5/2017 6:24,1.0,0.0,2.0,1.0,N,0.0,0.3,6.3
1870,1870,1,137.0,161.0,0.8,0.5,1.2,4/4/2017 7:19,4/4/2017 7:28,1.0,0.0,1.0,1.0,N,0.0,0.3,9.6
1871,1871,1,90.0,68.0,2.0,0.5,0.8,4/3/2017 19:44,4/3/2017 19:49,1.0,0.0,1.0,1.0,N,1.0,0.3,9.3
1872,1872,2,107.0,186.0,2.56,0.5,1.53,4/3/2017 9:29,4/3/2017 9:47,6.0,0.0,1.0,1.0,N,0.0,0.3,15.36
1873,1873,2,237.0,262.0,2.26,0.5,1.96,4/4/2017 17:36,4/4/2017 17:48,2.0,0.0,1.0,1.0,N,1.0,0.3,13.56
1874,1874,1,90.0,246.0,1.55,0.5,1.0,4/7/2017 13:55,4/7/2017 14:04,2.0,0.0,1.0,1.0,N,0.0,0.3,9.35
1875,1875,2,114.0,13.0,2.96,0.5,2.96,4/5/2017 20:53,4/5/2017 21:09,3.0,0.0,1.0,1.0,N,0.5,0.3,17.76
1876,1876,1,186.0,137.0,0.0,0.5,1.2,4/4/2017 6:35,4/4/2017 6:42,1.0,0.0,2.0,1.0,N,0.0,0.3,7.3
1877,1877,2,233.0,163.0,1.76,0.5,1.22,4/4/2017 8:05,4/4/2017 8:15,1.0,0.0,1.0,1.0,N,0.0,0.3,10.56
1878,1878,1,79.0,68.0,0.0,0.0,2.2,4/5/2017 19:20,4/5/2017 19:46,1.0,0.0,2.0,1.0,N,0.0,0.3,17.3
1879,1879,2,231.0,97.0,0.0,0.5,2.55,4/6/2017 12:24,4/6/2017 12:40,1.0,0.0,1.0,1.0,N,0.0,0.3,13.8
1880,1880,1,186.0,48.0,1.95,0.5,1.2,4/6/2017 22:25,4/6/2017 22:36,1.0,0.0,1.0,1.0,N,0.5,0.3,11.75
1881,1881,2,161.0,158.0,0.0,0.5,2.61,4/6/2017 15:09,4/6/2017 15:28,1.0,0.0,2.0,1.0,N,0.0,0.3,14.3
1882,1882,2,13.0,238.0,2.3,0.5,6.47,4/3/2017 20:14,4/3/2017 20:37,2.0,0.0,1.0,1.0,N,0.5,0.3,26.1
1883,1883,2,261.0,80.0,0.0,0.5,4.45,4/3/2017 23:50,4/4/2017 0:06,2.0,0.0,2.0,1.0,N,0.5,0.3,17.3
1884,1884,2,68.0,170.0,1.86,0.5,1.1,4/7/2017 13:48,4/7/2017 13:59,1.0,0.0,1.0,1.0,N,0.0,0.3,11.16
1885,1885,1,230.0,161.0,1.0,0.5,0.7,4/5/2017 22:19,4/5/2017 22:24,1.0,0.0,1.0,1.0,N,0.5,0.3,7.3
1886,1886,1,230.0,166.0,0.0,0.5,3.8,4/6/2017 20:30,4/6/2017 20:46,1.0,0.0,2.0,1.0,N,0.5,0.3,15.8
1887,1887,1,170.0,162.0,1.05,0.5,0.6,4/3/2017 8:00,4/3/2017 8:04,1.0,0.0,1.0,1.0,N,0.0,0.3,6.35
1888,1888,2,238.0,262.0,3.54,0.5,2.13,4/6/2017 19:04,4/6/2017 19:17,1.0,0.0,1.0,1.0,N,1.0,0.3,15.34
1889,1889,1,68.0,90.0,2.2,0.5,0.8,4/6/2017 12:06,4/6/2017 12:17,1.0,0.0,1.0,1.0,N,0.0,0.3,11.0
1890,1890,1,230.0,234.0,0.0,0.5,1.8,4/5/2017 8:53,4/5/2017 9:20,2.0,0.0,2.0,1.0,N,0.0,0.3,16.8
1891,1891,2,43.0,48.0,0.0,0.5,2.5,4/4/2017 14:05,4/4/2017 14:22,1.0,0.0,1.0,1.0,N,0.0,0.3,13.8
1892,1892,1,162.0,237.0,1.15,0.5,0.5,4/5/2017 20:44,4/5/2017 20:48,2.0,0.0,1.0,1.0,N,0.5,0.3,6.95
1893,1893,2,161.0,170.0,1.58,0.5,0.78,4/5/2017 14:36,4/5/2017 14:42,1.0,0.0,1.0,1.0,N,0.0,0.3,7.88
1894,1894,1,263.0,237.0,1.05,0.5,0.5,4/7/2017 10:09,4/7/2017 10:14,1.0,0.0,1.0,1.0,N,0.0,0.3,6.35
1895,1895,2,236.0,262.0,1.82,0.5,0.71,4/5/2017 15:27,4/5/2017 15:35,6.0,0.0,1.0,1.0,N,0.0,0.3,9.12
1896,1896,1,138.0,229.0,0.0,0.5,9.5,4/6/2017 17:55,4/6/2017 18:36,1.0,5.76,2.0,1.0,N,1.0,0.3,36.56
1897,1897,2,170.0,164.0,1.49,0.5,0.77,4/3/2017 18:48,4/3/2017 18:57,2.0,0.0,1.0,1.0,N,1.0,0.3,10.79
1898,1898,2,236.0,142.0,1.86,0.5,1.64,4/6/2017 14:27,4/6/2017 14:36,5.0,0.0,1.0,1.0,N,0.0,0.3,11.16
1899,1899,2,249.0,107.0,1.0,0.5,1.33,4/3/2017 18:32,4/3/2017 18:40,1.0,0.0,1.0,1.0,N,1.0,0.3,10.3
1900,1900,2,186.0,163.0,2.96,0.5,1.7,4/7/2017 10:06,4/7/2017 10:28,1.0,0.0,1.0,1.0,N,0.0,0.3,17.76
1901,1901,2,144.0,50.0,2.0,0.5,3.43,4/6/2017 19:43,4/6/2017 20:01,1.0,0.0,1.0,1.0,N,1.0,0.3,18.8
1902,1902,2,262.0,262.0,0.0,0.5,0.65,4/3/2017 13:36,4/3/2017 13:40,6.0,0.0,2.0,1.0,N,0.0,0.3,5.8
1903,1903,2,158.0,246.0,0.0,0.5,1.54,4/7/2017 1:13,4/7/2017 1:19,2.0,0.0,2.0,1.0,N,0.5,0.3,8.8
1904,1904,2,244.0,247.0,1.66,0.5,1.57,4/6/2017 7:54,4/6/2017 8:00,1.0,0.0,1.0,1.0,N,0.0,0.3,9.96
1905,1905,2,234.0,230.0,1.96,0.5,2.18,4/6/2017 6:58,4/6/2017 7:07,1.0,0.0,1.0,1.0,N,0.0,0.3,11.76
1906,1906,1,211.0,100.0,0.0,0.5,2.6,4/6/2017 18:28,4/6/2017 18:46,1.0,0.0,2.0,1.0,N,1.0,0.3,15.3
1907,1907,1,237.0,141.0,1.55,0.5,0.4,4/5/2017 21:20,4/5/2017 21:21,1.0,0.0,1.0,1.0,N,1.0,0.3,6.85
1908,1908,2,137.0,170.0,0.0,0.5,0.3,4/7/2017 15:03,4/7/2017 15:04,1.0,0.0,2.0,1.0,N,0.0,0.3,4.3
1909,1909,2,234.0,68.0,1.76,0.5,1.48,4/5/2017 9:16,4/5/2017 9:25,1.0,0.0,1.0,1.0,N,0.0,0.3,10.56
1910,1910,2,68.0,152.0,0.0,0.5,5.83,4/30/2017 19:09,4/30/2017 19:31,1.0,0.0,2.0,1.0,N,0.0,0.3,23.3
1911,1911,2,161.0,48.0,1.46,0.5,0.86,4/4/2017 14:50,4/4/2017 14:58,5.0,0.0,1.0,1.0,N,0.0,0.3,8.76
1912,1912,2,246.0,100.0,2.58,0.5,1.28,4/6/2017 8:41,4/6/2017 8:54,2.0,0.0,1.0,1.0,N,0.0,0.3,12.88
1913,1913,2,239.0,163.0,2.56,0.5,1.54,4/5/2017 18:14,4/5/2017 18:28,1.0,0.0,1.0,1.0,N,1.0,0.3,15.36
1914,1914,1,186.0,79.0,0.0,0.5,2.8,4/6/2017 11:15,4/6/2017 11:42,1.0,0.0,2.0,1.0,N,0.0,0.3,17.8
1915,1915,1,161.0,82.0,0.0,0.5,6.5,4/4/2017 3:27,4/4/2017 3:47,1.0,0.0,2.0,1.0,N,0.5,0.3,22.3
1916,1916,2,144.0,68.0,2.16,0.5,2.05,4/4/2017 18:17,4/4/2017 18:27,1.0,0.0,1.0,1.0,N,1.0,0.3,12.96
1917,1917,2,230.0,138.0,11.64,0.5,11.38,4/5/2017 12:08,4/5/2017 12:51,1.0,5.76,1.0,1.0,N,0.0,0.3,58.2
1918,1918,1,107.0,249.0,2.05,0.5,1.4,4/4/2017 0:12,4/4/2017 0:18,1.0,0.0,1.0,1.0,N,0.5,0.3,10.35
1919,1919,2,138.0,163.0,8.21,0.5,11.56,4/3/2017 20:51,4/3/2017 21:18,1.0,5.76,1.0,1.0,N,0.5,0.3,49.27
1920,1920,1,138.0,261.0,9.9,0.5,15.1,4/6/2017 12:44,4/6/2017 13:19,1.0,5.76,1.0,1.0,N,0.0,0.3,59.46
1921,1921,2,100.0,231.0,0.0,0.5,3.14,4/6/2017 15:11,4/6/2017 15:37,1.0,0.0,2.0,1.0,N,0.0,0.3,17.8
1922,1922,1,262.0,236.0,0.0,0.5,0.8,4/6/2017 18:51,4/6/2017 18:55,2.0,0.0,2.0,1.0,N,1.0,0.3,6.8
1923,1923,1,236.0,161.0,2.0,0.5,2.2,4/6/2017 13:42,4/6/2017 14:11,1.0,0.0,1.0,1.0,N,0.0,0.3,20.3
1924,1924,2,79.0,161.0,2.76,0.5,2.43,4/4/2017 7:57,4/4/2017 8:15,1.0,0.0,1.0,1.0,N,0.0,0.3,16.56
1925,1925,2,100.0,43.0,0.0,0.5,1.19,4/4/2017 20:21,4/4/2017 20:29,1.0,0.0,2.0,1.0,N,0.5,0.3,8.3
1926,1926,1,236.0,132.0,5.0,0.5,18.7,4/6/2017 7:08,4/6/2017 7:47,1.0,5.76,1.0,2.0,N,0.0,0.3,63.56
1927,1927,1,239.0,236.0,1.85,0.5,1.6,4/3/2017 11:53,4/3/2017 12:03,1.0,0.0,1.0,1.0,N,0.0,0.3,11.15
1928,1928,2,238.0,164.0,1.0,0.5,4.2,4/4/2017 19:05,4/4/2017 19:29,1.0,0.0,1.0,1.0,N,1.0,0.3,20.8
1929,1929,2,137.0,161.0,1.76,0.5,1.24,4/6/2017 7:07,4/6/2017 7:16,1.0,0.0,1.0,1.0,N,0.0,0.3,10.56
1930,1930,1,186.0,163.0,3.05,0.5,1.4,4/4/2017 11:05,4/4/2017 11:22,2.0,0.0,1.0,1.0,N,0.0,0.3,15.35
1931,1931,1,249.0,36.0,4.01,0.5,5.6,4/4/2017 22:45,4/4/2017 23:09,1.0,0.0,1.0,1.0,N,0.5,0.3,26.31
1932,1932,2,132.0,50.0,14.64,0.5,18.41,4/4/2017 15:44,4/4/2017 16:37,1.0,5.76,1.0,2.0,N,0.0,0.3,73.2
1933,1933,2,48.0,163.0,0.0,0.5,0.85,4/7/2017 9:28,4/7/2017 9:36,1.0,0.0,2.0,1.0,N,0.0,0.3,7.3
1934,1934,2,48.0,48.0,0.0,0.5,0.43,4/4/2017 2:04,4/4/2017 2:07,1.0,0.0,1.0,1.0,N,0.5,0.3,5.3
1935,1935,1,90.0,228.0,5.9,0.5,6.7,4/3/2017 20:36,4/3/2017 21:00,1.0,5.76,1.0,1.0,N,0.5,0.3,35.46
1936,1936,2,113.0,234.0,1.06,0.5,0.76,4/5/2017 23:38,4/5/2017 23:40,1.0,0.0,1.0,1.0,N,0.5,0.3,6.36
1937,1937,2,239.0,237.0,0.0,0.5,1.41,4/7/2017 7:04,4/7/2017 7:09,2.0,0.0,1.0,1.0,N,0.0,0.3,7.3
1938,1938,1,137.0,79.0,0.0,0.5,1.3,4/6/2017 12:37,4/6/2017 12:49,1.0,0.0,2.0,1.0,N,0.0,0.3,9.8
1939,1939,1,249.0,231.0,1.0,0.5,1.8,4/4/2017 6:24,4/4/2017 6:30,1.0,0.0,1.0,1.0,N,0.0,0.3,9.3
1940,1940,2,166.0,238.0,1.66,0.5,1.06,4/7/2017 11:48,4/7/2017 11:57,3.0,0.0,1.0,1.0,N,0.0,0.3,9.96
1941,1941,2,162.0,170.0,1.16,0.5,0.68,4/5/2017 22:36,4/5/2017 22:39,6.0,0.0,1.0,1.0,N,0.5,0.3,6.96
1942,1942,1,125.0,231.0,1.45,0.5,0.9,4/5/2017 17:36,4/5/2017 17:41,1.0,0.0,1.0,1.0,N,1.0,0.3,8.75
1943,1943,1,234.0,68.0,0.0,0.5,0.9,4/4/2017 10:43,4/4/2017 10:51,1.0,0.0,2.0,1.0,N,0.0,0.3,8.3
1944,1944,2,107.0,170.0,1.86,0.5,1.07,4/4/2017 18:40,4/4/2017 18:49,1.0,0.0,1.0,1.0,N,1.0,0.3,11.16
1945,1945,2,75.0,248.0,0.0,0.5,6.12,4/4/2017 1:22,4/4/2017 1:34,1.0,0.0,2.0,1.0,N,0.5,0.3,19.3
1946,1946,1,74.0,69.0,0.0,0.5,3.1,4/5/2017 15:10,4/5/2017 15:30,1.0,0.0,2.0,1.0,N,0.0,0.3,16.3
1947,1947,2,68.0,68.0,3.39,0.5,1.66,4/7/2017 8:38,4/7/2017 8:52,1.0,0.0,1.0,1.0,N,0.0,0.3,14.69
1948,1948,1,196.0,82.0,0.0,0.5,1.3,4/4/2017 9:02,4/4/2017 9:10,1.0,0.0,2.0,1.0,N,0.0,0.3,8.3
1949,1949,2,170.0,164.0,0.0,0.5,0.59,4/3/2017 18:34,4/3/2017 18:40,1.0,0.0,1.0,1.0,N,1.0,0.3,7.3
1950,1950,1,68.0,186.0,1.15,0.5,0.5,4/7/2017 10:06,4/7/2017 10:10,1.0,0.0,1.0,1.0,N,0.0,0.3,6.95
1951,1951,2,233.0,237.0,0.0,0.5,1.08,4/7/2017 11:51,4/7/2017 12:05,2.0,0.0,1.0,1.0,N,0.0,0.3,10.3
1952,1952,2,264.0,264.0,1.96,0.5,1.4,4/5/2017 7:46,4/5/2017 7:58,1.0,0.0,1.0,1.0,N,0.0,0.3,11.76
1953,1953,1,262.0,74.0,2.15,0.5,2.0,4/5/2017 7:07,4/5/2017 7:17,1.0,0.0,1.0,1.0,N,0.0,0.3,12.95
